388,387155595213946880,629097517,951444,102,1586,0.0,0,0,98,0,547619
9,387349872031981568,4641021,1335711,2652,24344,0.0,0,0,124,0,501300
0,387366722082062336,366931694,1703,2005,11,0.0,0,0,102,0,497282
29,387334619877502976,20013603,2837,759,82,0.0,0,0,133,0,504936
0,387366714817921024,212701799,141,146,0,0.0,0,0,119,0,497284
0,387366714285244416,553766682,288,216,0,0.0,0,0,43,1,497284
0,387366712909111297,623196794,15,42,0,0.0,0,0,107,0,497285
87,387362995925684224,1069809932,103452,34,70,0.0,0,0,135,0,498171
2,387360959561363456,68333543,23774,16343,376,0.0,0,0,98,0,498656
0,387366709423640576,269135285,1925,810,30,0.0,0,0,136,0,497285
0,387366708920737792,860309305,132,141,1,0.0,0,0,129,0,497286
0,387366708920340480,179110341,467,1372,0,0.0,0,0,6,0,497286
0,387366708823871488,343728150,279,202,5,0.0,0,0,138,0,497286
4,387366704507924480,39415410,35124,35718,692,0.0,0,0,94,0,497287
1,387366698845614080,108486563,1172,1293,42,0.0,0,0,101,0,497288
0,387366695087517696,1033681310,161,130,0,0.0,0,0,63,0,497289
4,387362489370816512,48558594,274,264,1,0.0,0,0,13,0,498292
1,387366694555250688,1157767891,646,435,1,0.0,0,0,61,1,497289
1,387366512606343168,257148693,965,477,1,0.0,0,0,71,1,497332
0,387366690578628608,18830470,5894,5599,327,0.0,0,0,137,1,497290
0,387366686048784384,540332068,324,498,2,0.0,0,0,33,1,497291
1,387357959451209728,15501305,94705,27108,257,0.0,0,0,136,0,499372
0,387366680176766976,380465877,281,255,0,0.0,0,0,105,0,497292
0,387366678704558081,394674733,1450,1947,11,0.0,0,0,126,0,497293
0,387366675454369792,1342459975,276,590,7,0.0,0,0,88,0,497293
0,387366673570750464,1945254349,3,1,0,0.0,0,0,26,0,497294
0,387366668273344512,15843638,1085,630,80,0.0,0,0,108,0,497295
0,387366667233554432,65091504,113,506,0,0.0,0,0,87,0,497295
0,387366661164003329,518513522,324,1999,0,0.0,0,0,117,0,497297
1,387361266143985664,51030297,1225,529,11,0.0,0,0,67,0,498583
0,387366651269632000,117826503,843,0,8,0.0,0,0,74,0,497299
0,387366645984804864,365799899,2756,443,35,0.0,0,0,83,1,497301
19,387311887542542336,15813140,204968,65,4657,0.0,0,0,114,0,510356
0,387366643317227520,1081658426,129,338,0,0.0,0,0,80,0,497301
506,386044823704436736,707235330,2446,2314,12,0.0,0,0,140,0,812448
3,387282710709800961,14350719,9428,1704,165,0.0,0,0,142,0,517312
506,386044823704436736,707235330,2446,2314,12,0.0,0,0,140,0,812448
2,387350369438670848,234628093,265,262,2,0.0,0,0,96,0,501181
0,387366635369025538,394674733,1450,1947,11,0.0,0,0,85,0,497303
0,387366635075411968,421979694,137,0,1,0.0,0,0,136,0,497303
0,387366634840551424,86344158,2330,2330,9,0.0,0,0,136,0,497303
0,387366631984230400,300620128,543,500,0,0.0,0,0,91,0,497304
44,387356796043939840,972651,3533456,2729,107552,0.0,0,0,67,0,499649
0,387366627341508608,244379729,165,127,3,0.0,0,0,54,0,497305
0,387366626829422592,136633064,321,325,0,0.0,0,0,81,0,497305
0,387366625907060736,190108678,94,98,1,0.0,0,0,81,1,497305
0,387366618646716416,65091504,113,506,0,0.0,0,0,80,0,497307
0,387366617815871489,153491572,202,432,11,0.0,0,0,81,0,497307
1,387366308024565760,1703785520,196,167,4,0.0,0,0,115,1,497381
0,387366614535913472,1353289008,44,79,1,0.0,0,0,75,0,497308
0,387366609817726976,232010713,4074,1937,29,0.0,0,0,60,0,497309
0,387366606566739968,18894747,80,213,1,0.0,0,0,91,0,497310
0,387366606449299457,386274364,777,449,2,0.0,0,0,54,1,497310
2,387337170224435201,204525862,1706,1383,55,0.0,0,0,103,0,504328
0,387366598144565249,625232920,380,170,5,0.0,0,0,115,0,497312
0,387366595225722880,1383304700,853,157,24,0.0,0,0,61,1,497313
0,387366592037650432,394674733,1450,1947,11,0.0,0,0,83,0,497313
0,387366590934564864,1125583320,88,225,0,0.0,0,0,23,1,497314
0,387366590833885184,1664228269,175,1770,0,0.0,0,0,78,1,497314
0,387366585255481344,637103032,211,313,0,0.0,0,0,116,1,497315
0,387366576770387968,1712753984,28,89,5,0.0,0,0,136,0,497317
0,387366574648082432,91224855,1156,601,45,0.0,0,0,54,1,497318
0,387366574589349890,14299645,943,1991,27,0.0,0,0,136,0,497318
0,387366572764848128,14299645,943,1991,27,0.0,0,0,136,0,497318
0,387366572597071872,28961770,242,236,2,0.0,0,0,55,0,497318
