0 	 1 	 -1.0
0 	 479 	 -1.0
116 	 1 	 115.0
715 	 515 	 0.388349514563
73 	 5 	 13.6
0 	 2 	 -1.0
102 	 29 	 2.51724137931
0 	 17 	 -1.0
0 	 17 	 -1.0
121 	 1 	 120.0
0 	 1 	 -1.0
48 	 1 	 47.0
0 	 1 	 -1.0
119 	 2 	 58.5
69 	 1 	 68.0
102 	 29 	 2.51724137931
132 	 102 	 0.294117647059
114 	 2 	 56.0
0 	 213 	 -1.0
1712 	 6 	 284.333333333
29 	 1 	 28.0
0 	 19 	 -1.0
0 	 1 	 -1.0
0 	 2 	 -1.0
140 	 2 	 69.0
0 	 9 	 -1.0
0 	 479 	 -1.0
37 	 1 	 36.0
93 	 3 	 30.0
0 	 10 	 -1.0
0 	 3 	 -1.0
8 	 1 	 7.0
0 	 2 	 -1.0
0 	 1 	 -1.0
114 	 2 	 56.0
0 	 73 	 -1.0
0 	 1 	 -1.0
0 	 15 	 -1.0
0 	 2 	 -1.0
0 	 3 	 -1.0
0 	 2 	 -1.0
958 	 395 	 1.4253164557
63 	 1 	 62.0
0 	 14 	 -1.0
0 	 3 	 -1.0
0 	 2 	 -1.0
0 	 4 	 -1.0
1413 	 698 	 1.02435530086
0 	 9 	 -1.0
0 	 1 	 -1.0
31 	 1 	 30.0
2169 	 292 	 6.42808219178
0 	 65 	 -1.0
0 	 1 	 -1.0
0 	 3 	 -1.0
958 	 395 	 1.4253164557
0 	 273 	 -1.0
0 	 16 	 -1.0
0 	 6 	 -1.0
0 	 6 	 -1.0
0 	 3 	 -1.0
44 	 1 	 43.0
0 	 2 	 -1.0
0 	 2 	 -1.0
0 	 3 	 -1.0
0 	 65 	 -1.0
69 	 1 	 68.0
0 	 2 	 -1.0
97 	 2 	 47.5
0 	 16 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 14 	 -1.0
0 	 70 	 -1.0
0 	 1 	 -1.0
0 	 7 	 -1.0
0 	 2 	 -1.0
0 	 4 	 -1.0
0 	 16 	 -1.0
0 	 70 	 -1.0
0 	 39 	 -1.0
55 	 2 	 26.5
908 	 1700 	 -0.465882352941
0 	 43 	 -1.0
0 	 1 	 -1.0
0 	 6 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 8 	 -1.0
0 	 12 	 -1.0
0 	 4 	 -1.0
0 	 6 	 -1.0
0 	 6 	 -1.0
908 	 1700 	 -0.465882352941
8 	 114 	 -0.929824561404
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 7 	 -1.0
0 	 2 	 -1.0
908 	 1700 	 -0.465882352941
0 	 14 	 -1.0
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 22 	 -1.0
2476 	 22 	 111.545454545
0 	 6 	 -1.0
0 	 27 	 -1.0
0 	 391 	 -1.0
0 	 3 	 -1.0
908 	 1700 	 -0.465882352941
0 	 4 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 14 	 -1.0
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 16 	 -1.0
0 	 2 	 -1.0
0 	 1 	 -1.0
0 	 3 	 -1.0
0 	 92 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 23 	 -1.0
0 	 4 	 -1.0
908 	 1700 	 -0.465882352941
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 2 	 -1.0
0 	 7 	 -1.0
0 	 1 	 -1.0
0 	 2 	 -1.0
0 	 9 	 -1.0
0 	 6 	 -1.0
0 	 8 	 -1.0
0 	 13 	 -1.0
2 	 3 	 -0.333333333333
0 	 20 	 -1.0
0 	 14 	 -1.0
0 	 2 	 -1.0
0 	 177 	 -1.0
0 	 16 	 -1.0
0 	 16 	 -1.0
0 	 14 	 -1.0
0 	 2 	 -1.0
0 	 185 	 -1.0
0 	 10 	 -1.0
0 	 16 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 10 	 -1.0
0 	 243 	 -1.0
0 	 116 	 -1.0
0 	 2 	 -1.0
0 	 10 	 -1.0
0 	 25 	 -1.0
0 	 16 	 -1.0
0 	 10 	 -1.0
0 	 32 	 -1.0
0 	 11 	 -1.0
0 	 16 	 -1.0
0 	 157 	 -1.0
0 	 14 	 -1.0
78 	 98 	 -0.204081632653
0 	 14 	 -1.0
0 	 16 	 -1.0
0 	 2 	 -1.0
0 	 1 	 -1.0
0 	 4 	 -1.0
0 	 29 	 -1.0
0 	 2 	 -1.0
0 	 3 	 -1.0
0 	 7 	 -1.0
0 	 29 	 -1.0
385 	 2 	 191.5
0 	 162 	 -1.0
0 	 86 	 -1.0
0 	 10 	 -1.0
0 	 3 	 -1.0
0 	 2 	 -1.0
0 	 185 	 -1.0
0 	 16 	 -1.0
0 	 27 	 -1.0
0 	 16 	 -1.0
4 	 7 	 -0.428571428571
0 	 10 	 -1.0
0 	 10 	 -1.0
45 	 6 	 6.5
0 	 1 	 -1.0
0 	 10 	 -1.0
0 	 1 	 -1.0
0 	 7 	 -1.0
0 	 10 	 -1.0
0 	 87 	 -1.0
0 	 75 	 -1.0
0 	 3 	 -1.0
0 	 15 	 -1.0
0 	 3 	 -1.0
0 	 6 	 -1.0
12 	 2 	 5.0
0 	 12 	 -1.0
97 	 1 	 96.0
0 	 3 	 -1.0
0 	 1 	 -1.0
14 	 5 	 1.8
0 	 4 	 -1.0
0 	 4 	 -1.0
0 	 9 	 -1.0
0 	 15 	 -1.0
0 	 4 	 -1.0
0 	 160 	 -1.0
0 	 2 	 -1.0
0 	 6 	 -1.0
0 	 4 	 -1.0
0 	 41 	 -1.0
0 	 41 	 -1.0
0 	 17 	 -1.0
0 	 24 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 9 	 -1.0
0 	 296 	 -1.0
0 	 41 	 -1.0
0 	 1 	 -1.0
0 	 24 	 -1.0
0 	 3 	 -1.0
0 	 9 	 -1.0
0 	 46 	 -1.0
63 	 2 	 30.5
0 	 6 	 -1.0
45 	 29 	 0.551724137931
4 	 20 	 -0.8
0 	 5 	 -1.0
12 	 2 	 5.0
0 	 17 	 -1.0
0 	 17 	 -1.0
0 	 619 	 -1.0
0 	 2 	 -1.0
0 	 2 	 -1.0
0 	 46 	 -1.0
0 	 46 	 -1.0
0 	 27 	 -1.0
0 	 7 	 -1.0
0 	 4 	 -1.0
0 	 361 	 -1.0
0 	 17 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 2 	 -1.0
0 	 23 	 -1.0
0 	 46 	 -1.0
0 	 11 	 -1.0
100 	 5 	 19.0
0 	 12 	 -1.0
0 	 46 	 -1.0
0 	 7 	 -1.0
0 	 2 	 -1.0
0 	 2 	 -1.0
0 	 42 	 -1.0
908 	 1700 	 -0.465882352941
0 	 2 	 -1.0
0 	 3 	 -1.0
0 	 12 	 -1.0
0 	 6 	 -1.0
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
0 	 9 	 -1.0
0 	 14 	 -1.0
0 	 4 	 -1.0
0 	 2 	 -1.0
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 4 	 -1.0
908 	 1700 	 -0.465882352941
39 	 2 	 18.5
908 	 1700 	 -0.465882352941
0 	 2 	 -1.0
0 	 1 	 -1.0
162 	 381 	 -0.574803149606
0 	 1 	 -1.0
0 	 397 	 -1.0
908 	 1700 	 -0.465882352941
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 7 	 -1.0
0 	 9 	 -1.0
120 	 4 	 29.0
908 	 1700 	 -0.465882352941
0 	 4 	 -1.0
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 7 	 -1.0
908 	 1700 	 -0.465882352941
0 	 397 	 -1.0
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
0 	 13 	 -1.0
0 	 1 	 -1.0
0 	 4 	 -1.0
0 	 16 	 -1.0
118 	 26 	 3.53846153846
908 	 1700 	 -0.465882352941
0 	 1 	 -1.0
0 	 1 	 -1.0
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
908 	 1700 	 -0.465882352941
0 	 177 	 -1.0
0 	 4 	 -1.0
173 	 359 	 -0.518105849582
0 	 250 	 -1.0
0 	 116 	 -1.0
0 	 10 	 -1.0
0 	 275 	 -1.0
3279 	 88 	 36.2613636364
0 	 275 	 -1.0
0 	 19 	 -1.0
0 	 6 	 -1.0
0 	 1 	 -1.0
0 	 23 	 -1.0
0 	 29 	 -1.0
0 	 3 	 -1.0
0 	 2 	 -1.0
0 	 162 	 -1.0
0 	 4 	 -1.0
0 	 12 	 -1.0
0 	 153 	 -1.0
0 	 10 	 -1.0
0 	 176 	 -1.0
0 	 1 	 -1.0
0 	 10 	 -1.0
0 	 130 	 -1.0
0 	 15 	 -1.0
0 	 19 	 -1.0
0 	 23 	 -1.0
0 	 3 	 -1.0
0 	 222 	 -1.0
167 	 226 	 -0.261061946903
0 	 12 	 -1.0
0 	 1 	 -1.0
0 	 153 	 -1.0
0 	 1 	 -1.0
0 	 222 	 -1.0
199 	 490 	 -0.59387755102
0 	 19 	 -1.0
0 	 129 	 -1.0
0 	 222 	 -1.0
0 	 4 	 -1.0
0 	 1 	 -1.0
13 	 1 	 12.0
0 	 2 	 -1.0
0 	 19 	 -1.0
0 	 11 	 -1.0
173 	 359 	 -0.518105849582
131 	 351 	 -0.626780626781
0 	 129 	 -1.0
0 	 222 	 -1.0
0 	 222 	 -1.0
0 	 222 	 -1.0
0 	 177 	 -1.0
173 	 359 	 -0.518105849582
0 	 3 	 -1.0
0 	 40 	 -1.0
0 	 222 	 -1.0
0 	 13 	 -1.0
0 	 1 	 -1.0
0 	 177 	 -1.0
0 	 12 	 -1.0
131 	 351 	 -0.626780626781
539 	 33 	 15.3333333333
0 	 9 	 -1.0
0 	 3 	 -1.0
0 	 10 	 -1.0
131 	 351 	 -0.626780626781
0 	 5 	 -1.0
0 	 254 	 -1.0
0 	 4 	 -1.0
0 	 17 	 -1.0
0 	 4 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 4 	 -1.0
0 	 81 	 -1.0
0 	 6 	 -1.0
0 	 225 	 -1.0
0 	 4 	 -1.0
0 	 6 	 -1.0
0 	 5 	 -1.0
0 	 7 	 -1.0
0 	 1 	 -1.0
0 	 810 	 -1.0
0 	 81 	 -1.0
0 	 252 	 -1.0
0 	 8 	 -1.0
0 	 40 	 -1.0
0 	 1 	 -1.0
0 	 2 	 -1.0
0 	 7 	 -1.0
0 	 17 	 -1.0
0 	 254 	 -1.0
0 	 2 	 -1.0
0 	 542 	 -1.0
0 	 810 	 -1.0
0 	 81 	 -1.0
0 	 6 	 -1.0
0 	 619 	 -1.0
0 	 252 	 -1.0
0 	 252 	 -1.0
0 	 11 	 -1.0
0 	 361 	 -1.0
0 	 810 	 -1.0
0 	 9 	 -1.0
0 	 225 	 -1.0
0 	 252 	 -1.0
0 	 2 	 -1.0
0 	 81 	 -1.0
0 	 4 	 -1.0
0 	 254 	 -1.0
0 	 1 	 -1.0
0 	 225 	 -1.0
0 	 1 	 -1.0
0 	 225 	 -1.0
33 	 15 	 1.2
0 	 3 	 -1.0
0 	 252 	 -1.0
0 	 2 	 -1.0
0 	 8 	 -1.0
131 	 351 	 -0.626780626781
0 	 3 	 -1.0
0 	 11 	 -1.0
0 	 81 	 -1.0
131 	 351 	 -0.626780626781
0 	 11 	 -1.0
0 	 254 	 -1.0
0 	 8 	 -1.0
0 	 252 	 -1.0
0 	 3 	 -1.0
0 	 34 	 -1.0
0 	 81 	 -1.0
0 	 810 	 -1.0
0 	 5 	 -1.0
0 	 1 	 -1.0
0 	 81 	 -1.0
0 	 254 	 -1.0
0 	 810 	 -1.0
0 	 1 	 -1.0
0 	 81 	 -1.0
0 	 2 	 -1.0
0 	 5 	 -1.0
21 	 76 	 -0.723684210526
39 	 1 	 38.0
796 	 1006 	 -0.208747514911
0 	 1 	 -1.0
21 	 76 	 -0.723684210526
0 	 1 	 -1.0
0 	 1 	 -1.0
75 	 3 	 24.0
73 	 5 	 13.6
119 	 324 	 -0.632716049383
796 	 1006 	 -0.208747514911
0 	 59 	 -1.0
796 	 1006 	 -0.208747514911
75 	 3 	 24.0
119 	 324 	 -0.632716049383
89 	 2 	 43.5
0 	 15 	 -1.0
146 	 1 	 145.0
0 	 74 	 -1.0
0 	 27 	 -1.0
21 	 76 	 -0.723684210526
517 	 203 	 1.54679802956
796 	 1006 	 -0.208747514911
58 	 2 	 28.0
0 	 1 	 -1.0
0 	 11 	 -1.0
125 	 2 	 61.5
3 	 1 	 2.0
91 	 1 	 90.0
0 	 1 	 -1.0
71 	 7 	 9.14285714286
0 	 176 	 -1.0
129 	 2 	 63.5
100 	 1 	 99.0
1585 	 1846 	 -0.141386782232
8995 	 1945 	 3.62467866324
0 	 11 	 -1.0
0 	 10 	 -1.0
0 	 2 	 -1.0
83 	 4 	 19.75
0 	 6 	 -1.0
139 	 2 	 68.5
80 	 1 	 79.0
0 	 176 	 -1.0
5 	 1 	 4.0
118 	 1 	 117.0
0 	 11 	 -1.0
319 	 576 	 -0.446180555556
0 	 1 	 -1.0
574 	 1191 	 -0.518052057095
0 	 176 	 -1.0
0 	 176 	 -1.0
47 	 5 	 8.4
0 	 4 	 -1.0
0 	 8 	 -1.0
0 	 8 	 -1.0
0 	 1 	 -1.0
0 	 46 	 -1.0
0 	 2 	 -1.0
0 	 1 	 -1.0
97 	 1 	 96.0
0 	 176 	 -1.0
166 	 37 	 3.48648648649
108 	 1 	 107.0
190 	 3 	 62.3333333333
175 	 459 	 -0.618736383442
0 	 176 	 -1.0
0 	 53 	 -1.0
574 	 1191 	 -0.518052057095
0 	 176 	 -1.0
0 	 98 	 -1.0
2318 	 147 	 14.768707483
156 	 5 	 30.2
0 	 3 	 -1.0
41 	 1 	 40.0
89 	 1 	 88.0
0 	 7 	 -1.0
184 	 2 	 91.0
75 	 1 	 74.0
0 	 1 	 -1.0
0 	 3 	 -1.0
0 	 1 	 -1.0
0 	 1 	 -1.0
289 	 77 	 2.75324675325
0 	 1 	 -1.0
0 	 3 	 -1.0
319 	 576 	 -0.446180555556
375 	 69 	 4.4347826087
142 	 1 	 141.0
91 	 1 	 90.0
0 	 1 	 -1.0
0 	 1 	 -1.0
0 	 5 	 -1.0
289 	 77 	 2.75324675325
69 	 1 	 68.0
37 	 1 	 36.0
220 	 918 	 -0.760348583878
0 	 1 	 -1.0
0 	 1 	 -1.0
175 	 1 	 174.0
0 	 2 	 -1.0
159 	 1 	 158.0
289 	 77 	 2.75324675325
0 	 3 	 -1.0
164 	 1 	 163.0
298 	 175 	 0.702857142857
153 	 1 	 152.0
128 	 1 	 127.0
69 	 2 	 33.5
0 	 7 	 -1.0
0 	 5 	 -1.0
83 	 1 	 82.0
78 	 1 	 77.0
60 	 25 	 1.4
0 	 2 	 -1.0
0 	 176 	 -1.0
19 	 1 	 18.0
54 	 51 	 0.0588235294118
100 	 2 	 49.0
83 	 1 	 82.0
60 	 1 	 59.0
38 	 1 	 37.0
0 	 3 	 -1.0
0 	 1 	 -1.0
0 	 5 	 -1.0
0 	 3 	 -1.0
113 	 1 	 112.0
0 	 14 	 -1.0
20 	 62 	 -0.677419354839
15 	 1 	 14.0
167 	 2 	 82.5
102 	 1 	 101.0
0 	 1 	 -1.0
111 	 6 	 17.5
113 	 1 	 112.0
137 	 2 	 67.5
66 	 5 	 12.2
167 	 2 	 82.5
86 	 1 	 85.0
31 	 60 	 -0.483333333333
0 	 20 	 -1.0
31 	 60 	 -0.483333333333
0 	 1 	 -1.0
3313 	 478 	 5.9309623431
0 	 4 	 -1.0
0 	 2 	 -1.0
0 	 1 	 -1.0
58 	 4 	 13.5
0 	 1 	 -1.0
0 	 3 	 -1.0
92 	 1 	 91.0
0 	 4 	 -1.0
134 	 3 	 43.6666666667
0 	 4 	 -1.0
0 	 5 	 -1.0
83 	 1196 	 -0.930602006689
75 	 1 	 74.0
47 	 1 	 46.0
0 	 34 	 -1.0
0 	 15 	 -1.0
0 	 48 	 -1.0
9127 	 1583 	 4.7656348705
2095 	 2 	 1046.5
76 	 1 	 75.0
394 	 431 	 -0.0858468677494
189 	 1 	 188.0
0 	 34 	 -1.0
394 	 431 	 -0.0858468677494
0 	 4 	 -1.0
0 	 42 	 -1.0
58 	 1 	 57.0
0 	 1 	 -1.0
110 	 1141 	 -0.903593339176
176 	 1 	 175.0
0 	 1 	 -1.0
0 	 25 	 -1.0
125 	 3 	 40.6666666667
47 	 20 	 1.35
0 	 6 	 -1.0
13 	 2 	 5.5
0 	 1 	 -1.0
170 	 46 	 2.69565217391
0 	 3 	 -1.0
0 	 10 	 -1.0
0 	 26 	 -1.0
0 	 1 	 -1.0
0 	 4 	 -1.0
219 	 1 	 218.0
6 	 62 	 -0.903225806452
0 	 26 	 -1.0
86 	 1 	 85.0
41 	 1 	 40.0
0 	 26 	 -1.0
709 	 624 	 0.136217948718
51 	 1 	 50.0
1128 	 311 	 2.6270096463
108 	 1 	 107.0
0 	 1 	 -1.0
67 	 4 	 15.75
150 	 2 	 74.0
0 	 1 	 -1.0
176 	 1 	 175.0
0 	 26 	 -1.0
0 	 17 	 -1.0
0 	 26 	 -1.0
0 	 19 	 -1.0
0 	 26 	 -1.0
0 	 61 	 -1.0
0 	 26 	 -1.0
0 	 26 	 -1.0
0 	 13 	 -1.0
709 	 624 	 0.136217948718
2894 	 407 	 6.11056511057
1078 	 226 	 3.76991150442
0 	 6 	 -1.0
172 	 1 	 171.0
0 	 2 	 -1.0
0 	 1 	 -1.0
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
1354 	 1020 	 0.327450980392
23247 	 42431 	 -0.452122269096
1040 	 182 	 4.71428571429
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
1354 	 1020 	 0.327450980392
26849 	 50329 	 -0.466530231079
484 	 210 	 1.30476190476
23247 	 42431 	 -0.452122269096
108 	 6 	 17.0
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
0 	 56 	 -1.0
26849 	 50329 	 -0.466530231079
15585 	 66876 	 -0.766956755787
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
0 	 56 	 -1.0
0 	 6 	 -1.0
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
147 	 684 	 -0.785087719298
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
0 	 1 	 -1.0
26849 	 50329 	 -0.466530231079
326 	 97 	 2.36082474227
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
1354 	 1020 	 0.327450980392
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
0 	 1 	 -1.0
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
1354 	 1020 	 0.327450980392
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
2270 	 1344 	 0.688988095238
952 	 866 	 0.0993071593533
0 	 426 	 -1.0
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
1354 	 1020 	 0.327450980392
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
0 	 1 	 -1.0
26849 	 50329 	 -0.466530231079
114 	 2 	 56.0
26849 	 50329 	 -0.466530231079
1354 	 1020 	 0.327450980392
26849 	 50329 	 -0.466530231079
0 	 1 	 -1.0
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
15585 	 66876 	 -0.766956755787
23247 	 42431 	 -0.452122269096
0 	 56 	 -1.0
0 	 56 	 -1.0
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
0 	 6 	 -1.0
23247 	 42431 	 -0.452122269096
26849 	 50329 	 -0.466530231079
23247 	 42431 	 -0.452122269096
23247 	 42431 	 -0.452122269096
0 	 1 	 -1.0
15585 	 66876 	 -0.766956755787
15585 	 66876 	 -0.766956755787
15585 	 66876 	 -0.766956755787
15585 	 66876 	 -0.766956755787
1373 	 572 	 1.40034965035
866 	 85 	 9.18823529412
15585 	 66876 	 -0.766956755787
299 	 1374 	 -0.782387190684
59 	 3 	 18.6666666667
15585 	 66876 	 -0.766956755787
1314 	 864 	 0.520833333333
3480 	 521 	 5.67946257198
0 	 1 	 -1.0
